model_name,document_index,similarity_score,comment
word2vec_lemmatized_cbow_win2_dim100.model,0,1.0000000000000002,değirmene su akıtan oluk
word2vec_lemmatized_cbow_win2_dim100.model,1,0.4222205560470848,beyaz
word2vec_lemmatized_cbow_win2_dim100.model,2,-0.04560134602633458,ağabey
word2vec_lemmatized_cbow_win2_dim100.model,3,0.5164994607819051,yeni
word2vec_lemmatized_cbow_win2_dim100.model,4,0.0,
word2vec_lemmatized_cbow_win2_dim100.model,5,0.01593819768924544,domuz
word2vec_lemmatized_cbow_win2_dim100.model,6,0.5000321591520707,gerekmez ot topluluğu
word2vec_lemmatized_cbow_win2_dim100.model,7,0.5508609985712853,hayvanların ilk sütü
word2vec_lemmatized_cbow_win2_dim100.model,8,0.4688374396455469,bahçe ekin kenarını çalıyla çevirme
word2vec_lemmatized_cbow_win2_dim100.model,9,0.19804119590314392,ağır
word2vec_lemmatized_cbow_win2_dim100.model,10,0.5975113881942821,pamuk ipliğinden dokunan üzerine hassas şeyleri bulgur pamuk v
word2vec_lemmatized_cbow_win2_dim100.model,11,-0.007220162987719608,ölesice
word2vec_lemmatized_cbow_win2_dim100.model,12,0.19828031965164727,i̇şte
word2vec_lemmatized_cbow_win2_dim100.model,13,0.19828031965164727,i̇şte
word2vec_lemmatized_cbow_win2_dim100.model,14,0.08461713487212058,eğim meyil
word2vec_lemmatized_cbow_win2_dim100.model,15,0.6755090841333089,gittiği yeri kızartan bir karınca türü aartı ayran yoğurt süt kullanılır
word2vec_lemmatized_cbow_win2_dim100.model,16,0.0711542435152043,emanet
word2vec_lemmatized_cbow_win2_dim100.model,17,0.26395815530657446,düşünmeden gitmek
word2vec_lemmatized_cbow_win2_dim100.model,18,0.7301478407202665,serçeye benzer bir kuş
word2vec_lemmatized_cbow_win2_dim100.model,19,0.08959151789979326,boşu boşuna
word2vec_lemmatized_cbow_win2_dim100.model,20,0.0,
word2vec_lemmatized_cbow_win2_dim100.model,21,0.605805852075843,çadır çadır kurulan yer
word2vec_lemmatized_cbow_win2_dim100.model,22,0.05029021904124893,i̇şçi yayla çadırı
word2vec_lemmatized_cbow_win2_dim100.model,23,0.10993768746607727,dua etme
word2vec_lemmatized_cbow_win2_dim100.model,24,0.0711542435152043,emanet
word2vec_lemmatized_cbow_win2_dim100.model,25,0.12752280547687764,tavuğun yaşlısı
word2vec_lemmatized_cbow_win2_dim100.model,26,0.6778771401087649,bir tür ağaç
word2vec_lemmatized_cbow_win2_dim100.model,27,0.01452630666574281,i̇mece
word2vec_lemmatized_cbow_win2_dim100.model,28,0.4073898141647069,karşı yamaç
word2vec_lemmatized_cbow_win2_dim100.model,29,-0.015908757390635297,ayşe
word2vec_lemmatized_cbow_win2_dim100.model,30,0.6835693671730543,durup kalmak bir durum karşısında
word2vec_lemmatized_cbow_win2_dim100.model,31,0.050593298912533044,tertemiz
word2vec_lemmatized_cbow_win2_dim100.model,32,0.29754567757099415,alnının ortasında beyaz
word2vec_lemmatized_cbow_win2_dim100.model,33,0.07524759131378275,arzular
word2vec_lemmatized_cbow_win2_dim100.model,34,0.4263598932755479,giysi çamaşır
word2vec_lemmatized_cbow_win2_dim100.model,35,0.40073528073679165,aşağı
word2vec_lemmatized_cbow_win2_dim100.model,36,0.21115263289797048,şaşkın şaşkın
word2vec_lemmatized_cbow_win2_dim100.model,37,0.5272549075401922,ticari olmayan sebze bahçesi
word2vec_lemmatized_cbow_win2_dim100.model,38,0.5702764155750081,dolma tüfekleri atışa hazırlamak kullanılan kapsül saçma barut kurşun
word2vec_lemmatized_cbow_win2_dim100.model,39,-0.14185202420350085,yanak
word2vec_lemmatized_cbow_win2_dim100.model,40,0.4080280060421575,kadın eş karı
word2vec_lemmatized_cbow_win2_dim100.model,41,0.041715869684877144,başım dönüyor halsizim
word2vec_lemmatized_cbow_win2_dim100.model,42,0.0566091668890358,soğuk
word2vec_lemmatized_cbow_win2_dim100.model,43,0.6488019694706519,bir bitki türü
word2vec_lemmatized_cbow_win2_dim100.model,44,0.6744762059486944,bir bitki eğrelti otu
word2vec_lemmatized_cbow_win2_dim100.model,45,0.29699950976639256,tam tersi aksi
word2vec_lemmatized_cbow_win2_dim100.model,46,-0.011492041223018962,kızmak
word2vec_lemmatized_cbow_win2_dim100.model,47,0.3364131240097223,yiyecek
word2vec_lemmatized_cbow_win2_dim100.model,48,0.38403042783684516,hanımın kız kardeşinin kocası
word2vec_lemmatized_cbow_win2_dim100.model,49,0.06580757978416041,bacak
word2vec_lemmatized_cbow_win2_dim100.model,50,0.26250255584418636,patlıcan
word2vec_lemmatized_cbow_win2_dim100.model,51,0.4540961567856606,hanımın kız kardeşi
word2vec_lemmatized_cbow_win2_dim100.model,52,0.031152922313777212,yıldırım
word2vec_lemmatized_cbow_win2_dim100.model,53,0.6583397097482814,kokusu kötü bir böcek
word2vec_lemmatized_cbow_win2_dim100.model,54,0.6527717772321102,bir çeşit serçe
word2vec_lemmatized_cbow_win2_dim100.model,55,0.6597716349168594,eğimli ağaçsız yer
word2vec_lemmatized_cbow_win2_dim100.model,56,0.4710142930466822,yufka ekmeğin biraz kalın olanı sıcak bazlamanın yenilmesi hoştur
word2vec_lemmatized_cbow_win2_dim100.model,57,0.7494028451656023,çeyiz anlamında kullanılan bir söz
word2vec_lemmatized_cbow_win2_dim100.model,58,0.7007766553850557,toprak kazmaya yarayan ucu sivri kürek
word2vec_lemmatized_cbow_win2_dim100.model,59,0.2045090093306032,kurutulmuş incir
word2vec_lemmatized_cbow_win2_dim100.model,60,0.3357233693454926,sarmak
word2vec_lemmatized_cbow_win2_dim100.model,61,0.5197480409853366,atların semer eğeri çıkarıldıktan sonra üşümemesi sırtına bağlanan
word2vec_lemmatized_cbow_win2_dim100.model,62,0.13311906208037597,öğrenmek toprağı kazmak
word2vec_lemmatized_cbow_win2_dim100.model,63,0.5602485204519082,sıkı fazla
word2vec_lemmatized_cbow_win2_dim100.model,64,0.5484445137952016,elinden iyi iş gelen eline çabuk
word2vec_lemmatized_cbow_win2_dim100.model,65,0.18663994359419767,bedava
word2vec_lemmatized_cbow_win2_dim100.model,66,0.3016041382281338,geçen sene
word2vec_lemmatized_cbow_win2_dim100.model,67,-0.14808888861520142,hala
word2vec_lemmatized_cbow_win2_dim100.model,68,0.0471308957275557,tohumluk
word2vec_lemmatized_cbow_win2_dim100.model,69,0.18628371887215273,biraz
word2vec_lemmatized_cbow_win2_dim100.model,70,0.7176261330098798,bir
word2vec_lemmatized_cbow_win2_dim100.model,71,0.07982192527852103,güveç
word2vec_lemmatized_cbow_win2_dim100.model,72,0.6793909707856525,yayıkdaki ayranı karıştırmaya yarayan çubuk
word2vec_lemmatized_cbow_win2_dim100.model,73,0.1366862672551376,önce
word2vec_lemmatized_cbow_win2_dim100.model,74,0.019906585443213325,sürahi
word2vec_lemmatized_cbow_win2_dim100.model,75,0.4967816487832229,camuz yavrusu
word2vec_lemmatized_cbow_win2_dim100.model,76,0.4107337579543938,çiftleşme zamanı gelmiş dişi inek
word2vec_lemmatized_cbow_win2_dim100.model,77,0.6029393637543944,i̇çinde giyecek v dolu kalın bez
word2vec_lemmatized_cbow_win2_dim100.model,78,0.688802775217548,ekin tarlaları arasında ekilip sürülmemiş otu bol olan yer
word2vec_lemmatized_cbow_win2_dim100.model,79,0.2660387472579435,bağ bahçe
word2vec_lemmatized_cbow_win2_dim100.model,80,-0.09360350493514369,salatalık
word2vec_lemmatized_cbow_win2_dim100.model,81,0.25357759301886257,kül rengi
word2vec_lemmatized_cbow_win2_dim100.model,82,-0.023346105449514796,takke
word2vec_lemmatized_cbow_win2_dim100.model,83,0.05303641591464248,kapşon
word2vec_lemmatized_cbow_win2_dim100.model,84,0.6990992973799488,hayvanların hızlı koşmasını önlemek iki ayağını birbirine bağlayan ip
word2vec_lemmatized_cbow_win2_dim100.model,85,0.3314548704617327,kadar kadarcık
word2vec_lemmatized_cbow_win2_dim100.model,86,0.0628443238256412,sefer
word2vec_lemmatized_cbow_win2_dim100.model,87,0.23531889884600593,bunalmak
word2vec_lemmatized_cbow_win2_dim100.model,88,0.6699021419178178,ucu kıvrık keskin bıçak
word2vec_lemmatized_cbow_win2_dim100.model,89,0.5302281315569016,i̇nek yavrusu
word2vec_lemmatized_cbow_win2_dim100.model,90,-0.008195683481953278,i̇neğin yavrulaması
word2vec_lemmatized_cbow_win2_dim100.model,91,0.5389770958388282,erkek çocuk pipisi
word2vec_lemmatized_cbow_win2_dim100.model,92,0.19509314177285234,i̇çine girilemeyen çalılık
word2vec_lemmatized_cbow_win2_dim100.model,93,0.6267991334237001,bir çeşit örümcek türü hayvanlara iğne atar
word2vec_lemmatized_cbow_win2_dim100.model,94,0.8810766865935362,su göleti
word2vec_lemmatized_cbow_win2_dim100.model,95,0.19730673618577538,çağlayan
word2vec_lemmatized_cbow_win2_dim100.model,96,0.6225555702367688,akarsuyun ani eğim nedeniyle hızlı aktığı yer şelale kadar dik değil
word2vec_lemmatized_cbow_win2_dim100.model,97,0.42927067863357105,sulu kar
word2vec_lemmatized_cbow_win2_dim100.model,98,0.3524756609076396,olgunlaşmamış karpuz kavun
word2vec_lemmatized_cbow_win2_dim100.model,99,0.2399428369722104,laf kalabalığı
word2vec_lemmatized_cbow_win2_dim100.model,100,0.6694712659709192,büyük fare
word2vec_lemmatized_cbow_win2_dim100.model,101,0.6625485726842326,bir kumaş türü
word2vec_lemmatized_cbow_win2_dim100.model,102,0.5758423319544582,üzerinde olmayan kel
word2vec_lemmatized_cbow_win2_dim100.model,103,0.10874901989811314,soyulmuş kel
word2vec_lemmatized_cbow_win2_dim100.model,104,0.16715173470580905,pınar kaynak
word2vec_lemmatized_cbow_win2_dim100.model,105,-0.008758616256024643,i̇natlaşmak
word2vec_lemmatized_cbow_win2_dim100.model,106,0.5252308488025428,samanından ayrılmış fakat elenmemiş tahıl yığını
word2vec_lemmatized_cbow_win2_dim100.model,107,0.21525794696599276,yepyeni pırıl pırıl
word2vec_lemmatized_cbow_win2_dim100.model,108,0.29575349449806043,açılmamış tavuk
word2vec_lemmatized_cbow_win2_dim100.model,109,0.059418881872919854,çeyiz
word2vec_lemmatized_cbow_win2_dim100.model,110,0.5145643192674796,domuz yavrusu
word2vec_lemmatized_cbow_win2_dim100.model,111,-0.058299211129943795,ıslanmak
word2vec_lemmatized_cbow_win2_dim100.model,112,0.19637530406739778,böğürtlen çalılığı
word2vec_lemmatized_cbow_win2_dim100.model,113,0.38108738017565347,madeni para
word2vec_lemmatized_cbow_win2_dim100.model,114,-0.13716767592713427,tamamen
word2vec_lemmatized_cbow_win2_dim100.model,115,0.29132528270033264,bozulmuş yumurta
word2vec_lemmatized_cbow_win2_dim100.model,116,0.3403937724275006,kavgacı oyun bozan
word2vec_lemmatized_cbow_win2_dim100.model,117,0.334880044535087,oyun bozmak
word2vec_lemmatized_cbow_win2_dim100.model,118,0.089040432415955,aman dil eme k
word2vec_lemmatized_cbow_win2_dim100.model,119,0.10471995910538213,ağustos böceği
